transaction_number,transaction_date,transaction_type,transaction_description,debit_amount,credit_amount,balance,category,location_city,location_country,amount,direction
945,2021-11-18,DEB,HPI INSTANT INK UK,3.49,,1066.3,Other Shopping,Unknown,Unknown,3.49,debit
946,2021-11-18,BP,SAVE THE CHANGE,1.72,,1069.79,Savings,Nottingham,UK,1.72,debit
947,2021-11-17,DEB,AMZNMktplace,25.44,,1071.51,Amazon,Nottingham,UK,25.44,debit
948,2021-11-17,DEB,Subway 32610 Midla,6.19,,1096.95,Dine Out,Nottingham,UK,6.19,debit
949,2021-11-17,DEB,ATRIUM JUBILEE 1,2.65,,1103.14,Dine Out,Nottingham,UK,2.65,debit
950,2021-11-17,DD,VIRGIN MEDIA PYMTS,25.5,,1105.79,Bills,Nottingham,UK,25.5,debit
951,2021-11-17,BP,SAVE THE CHANGE,1.0,,1131.29,Savings,Nottingham,UK,1.0,debit
952,2021-11-16,FPO,TAMBA TAM,10.0,,1132.29,Services,Nottingham,UK,10.0,debit
953,2021-11-16,DEB,LIDL GB  NOTTINGHA,23.9,,1142.29,Groceries,Nottingham,UK,23.9,debit
954,2021-11-16,DEB,Amazon.co.uk*Y39VW,8.1,,1166.19,Amazon,Nottingham,UK,8.1,debit
955,2021-11-16,DD,O2,16.66,,1174.29,Other Shopping,Nottingham,UK,16.66,debit
956,2021-11-15,DEB,BLEND COFFEE HOUSE,3.0,,1190.95,Dine Out,Nottingham,UK,3.0,debit
957,2021-11-15,DEB,SUMUP  *LOS TRAVIE,70.0,,1193.95,Services,Nottingham,UK,70.0,debit
958,2021-11-15,BP,SAVE THE CHANGE,2.59,,1263.95,Savings,Nottingham,UK,2.59,debit
959,2021-11-15,DEB,JURYS INN EAST MID,12.55,,1266.54,Hotels,Derby,UK,12.55,debit
960,2021-11-15,DEB,ATRIUM JUBILEE 1,4.25,,1279.09,Dine Out,Nottingham,UK,4.25,debit
961,2021-11-15,DEB,AMZNMktplace,2.77,,1283.34,Amazon,Nottingham,UK,2.77,debit
962,2021-12-11,DEB,Subway 32610 Midla,6.19,,1286.11,Dine Out,Nottingham,UK,6.19,debit
963,2021-12-11,DEB,ANTIGONI ABRAHMS,6.0,,1292.3,Entertainment,London,UK,6.0,debit
964,2021-12-11,DEB,ATRIUM JUBILEE 1,2.65,,1298.3,Dine Out,Nottingham,UK,2.65,debit
965,2021-12-11,BP,SAVE THE CHANGE,0.76,,1300.95,Savings,Nottingham,UK,0.76,debit
966,2021-11-11,DEB,LIDL GB  NOTTINGHA,20.24,,1301.71,Groceries,Nottingham,UK,20.24,debit
967,2021-11-11,FPO,TRADING212UK,400.0,,1321.95,Investment,Nottingham,UK,400.0,debit
968,2021-11-11,BP,SAVE THE CHANGE,1.16,,1721.95,Savings,Nottingham,UK,1.16,debit
969,2021-10-11,DEB,Subway 32610 Midla,6.19,,1723.11,Dine Out,Nottingham,UK,6.19,debit
970,2021-10-11,DEB,ATRIUM JUBILEE 1,2.65,,1729.3,Dine Out,Nottingham,UK,2.65,debit
971,2021-10-11,FPO,L CATATE,20.0,,1731.95,Uncategorized,Nottingham,UK,20.0,debit
972,2021-10-11,FPO,TAMBA TAM,10.0,,1751.95,Services,Nottingham,UK,10.0,debit
973,2021-09-11,BP,SAVE THE CHANGE,0.35,,1761.95,Savings,Nottingham,UK,0.35,debit
974,2021-08-11,DEB,LIDL GB  NOTTINGHA,18.9,,1762.3,Groceries,Nottingham,UK,18.9,debit
975,2021-08-11,DEB,REVOLUTION DE CUBA,8.75,,1781.2,Dine Out,Nottingham,UK,8.75,debit
976,2021-08-11,BP,SAVE THE CHANGE,2.82,,1789.95,Savings,Nottingham,UK,2.82,debit
977,2021-08-11,DEB,ORIENTAL MART HYDR,5.49,,1792.77,Groceries,Nottingham,UK,5.49,debit
978,2021-08-11,DEB,ATRIUM JUBILEE 1,4.25,,1798.26,Dine Out,Nottingham,UK,4.25,debit
979,2021-05-11,DEB,Subway 32610 Midla,6.19,,1802.51,Dine Out,Nottingham,UK,6.19,debit
980,2021-05-11,DEB,ATRIUM JUBILEE 1,4.25,,1808.7,Dine Out,Nottingham,UK,4.25,debit
981,2021-05-11,BP,SAVE THE CHANGE,0.08,,1812.95,Savings,Nottingham,UK,0.08,debit
982,2021-04-11,DEB,LIDL GB  NOTTINGHA,9.92,,1813.03,Groceries,Nottingham,UK,9.92,debit
983,2021-04-11,BP,SAVE THE CHANGE,1.16,,1822.95,Savings,Nottingham,UK,1.16,debit
984,2021-03-11,DEB,Subway 32610 Midla,6.19,,1824.11,Dine Out,Nottingham,UK,6.19,debit
985,2021-03-11,DEB,ATRIUM JUBILEE 1,2.65,,1830.3,Dine Out,Nottingham,UK,2.65,debit
986,2021-03-11,FPO,TAMBA TAM,10.0,,1832.95,Services,Nottingham,UK,10.0,debit
987,2021-03-11,BP,SAVE THE CHANGE,1.23,,1842.95,Savings,Nottingham,UK,1.23,debit
988,2021-02-11,DEP,CLUB LLOYDS WAIVED,,3.0,1844.18,Supplementary Income,Nottingham,UK,3.0,credit
989,2021-02-11,PAY,CLUB LLOYDS FEE,3.0,,1841.18,Bills,Nottingham,UK,3.0,debit
990,2021-02-11,DEB,LIDL GB  NOTTINGHA,5.12,,1844.18,Groceries,Nottingham,UK,5.12,debit
991,2021-02-11,DEB,ATRIUM JUBILEE 1,2.65,,1849.3,Dine Out,Nottingham,UK,2.65,debit
992,2021-02-11,FPO,TRADING212UK,500.0,,1851.95,Investment,Nottingham,UK,500.0,debit
993,2021-01-11,Unknown,INTEREST (GROSS),,0.78,2351.95,Interest,Nottingham,UK,0.78,credit
994,2021-01-11,FPI,Q WANG,,1000.0,2351.17,Supplementary Income,Nottingham,UK,1000.0,credit
995,2021-01-11,DD,BARCLAYS UK MTGES,981.71,,1351.17,Bills,Nottingham,UK,981.71,debit
996,2021-01-11,DD,NOTTM CITY COUNC,157.0,,2332.88,Bills,Nottingham,UK,157.0,debit
997,2021-01-11,DD,OCTOPUS ENERGY,90.0,,2489.88,Bills,Nottingham,UK,90.0,debit
998,2021-01-11,DD,SEVERN TRENT WATER,35.32,,2579.88,Bills,Nottingham,UK,35.32,debit
999,2021-01-11,SO,ESAVINGS ACCOUNT,300.0,,2615.2,Savings,Nottingham,UK,300.0,debit
1000,2021-01-11,BP,SAVE THE CHANGE,1.76,,2915.2,Savings,Nottingham,UK,1.76,debit
1001,2021-01-11,DEB,LIDL GB  NOTTINGHA,10.8,,2916.96,Groceries,Nottingham,UK,10.8,debit
1002,2021-01-11,DEB,STARBUCKS,5.6,,2927.76,Dine Out,Unknown,Unknown,5.6,debit
1003,2021-10-29,DEB,Subway 32610 Midla,6.19,,2933.36,Dine Out,Nottingham,UK,6.19,debit
1004,2021-10-29,DEB,FALAFEL,6.0,,2939.55,Dine Out,Nottingham,UK,6.0,debit
1005,2021-10-29,DEB,FALAFEL,3.0,,2945.55,Dine Out,Nottingham,UK,3.0,debit
1006,2021-10-29,DEB,ATRIUM JUBILEE 1,2.65,,2948.55,Dine Out,Nottingham,UK,2.65,debit
1007,2021-10-29,FPO,TRADING212UK,1200.0,,2951.2,Investment,Nottingham,UK,1200.0,debit
1008,2021-10-29,DD,TALKTALK LIMITED,21.0,,4151.2,Bills,Nottingham,UK,21.0,debit
1009,2021-10-29,BP,SAVE THE CHANGE,0.43,,4172.2,Savings,Nottingham,UK,0.43,debit
1010,2021-10-28,DEB,ANTIGONI ABRAHMS,6.0,,4172.63,Entertainment,London,UK,6.0,debit
1011,2021-10-28,DEB,LIDL GB  NOTTINGHA,13.57,,4178.63,Groceries,Nottingham,UK,13.57,debit
1012,2021-10-28,BP,SAVE THE CHANGE,1.16,,4192.2,Savings,Nottingham,UK,1.16,debit
1013,2021-10-28,BGC,UNIV OF NOTTINGHAM,,3801.44,4193.36,Paycheck,Nottingham,UK,3801.44,credit
1014,2021-10-27,FPO,TAMBA TAM,10.0,,391.92,Services,Nottingham,UK,10.0,debit
1015,2021-10-27,DEB,Subway 32610 Midla,6.19,,401.92,Dine Out,Nottingham,UK,6.19,debit
1016,2021-10-27,DEB,ATRIUM JUBILEE 1,1.65,,408.11,Dine Out,Nottingham,UK,1.65,debit
1017,2021-10-26,FPO,TRADING212UK,350.0,,409.76,Investment,Nottingham,UK,350.0,debit
1018,2021-10-26,BP,SAVE THE CHANGE,0.54,,759.76,Savings,Nottingham,UK,0.54,debit
1019,2021-10-25,DEB,REVOLUTION DE CUBA,9.75,,760.3,Dine Out,Nottingham,UK,9.75,debit
1020,2021-10-25,DEB,CARTWHEEL COFFEE L,6.71,,770.05,Dine Out,Nottingham,UK,6.71,debit
1021,2021-10-25,BP,SAVE THE CHANGE,2.81,,776.76,Savings,Nottingham,UK,2.81,debit
1022,2021-10-25,DEB,PRICKLY PEAR,91.5,,779.57,Dine Out,Nottingham,UK,91.5,debit
1023,2021-10-25,DEB,ORIENTAL MART HYDR,8.33,,871.07,Groceries,Nottingham,UK,8.33,debit
1024,2021-10-25,DEB,Audible UK,7.99,,879.4,Entertainment,Nottingham,UK,7.99,debit
1025,2021-10-25,DEB,LIDL GB  NOTTINGHA,21.18,,887.39,Groceries,Nottingham,UK,21.18,debit
1026,2021-10-22,DEB,Subway 32610 Midla,6.19,,908.57,Dine Out,Nottingham,UK,6.19,debit
1027,2021-10-22,FPI,PAULINA PIPPEN,,320.0,914.76,Supplementary Income,Nottingham,UK,320.0,credit
1028,2021-10-22,FPO,TRADING212UK,400.0,,594.76,Investment,Nottingham,UK,400.0,debit
1029,2021-10-22,BP,SAVE THE CHANGE,0.97,,994.76,Savings,Nottingham,UK,0.97,debit
1030,2021-10-21,FPO,ANTIGONI ABRAHMS,6.0,,995.73,Entertainment,London,UK,6.0,debit
1031,2021-10-21,DEB,SAINSBURYS S/MKTS,29.3,,1001.73,Groceries,Unknown,Unknown,29.3,debit
1032,2021-10-21,DEB,AMZNMktplace,25.73,,1031.03,Amazon,Nottingham,UK,25.73,debit
1033,2021-10-21,BP,SAVE THE CHANGE,0.81,,1056.76,Savings,Nottingham,UK,0.81,debit
1034,2021-10-20,FPI,SHEILA SMITH,,380.0,1057.57,Supplementary Income,Nottingham,UK,380.0,credit
1035,2021-10-20,DEB,Subway 32610 Midla,6.19,,677.57,Dine Out,Nottingham,UK,6.19,debit
1036,2021-10-20,FPO,TAMBA TAM,10.0,,683.76,Services,Nottingham,UK,10.0,debit
1037,2021-10-20,BP,SAVE THE CHANGE,0.71,,693.76,Savings,Nottingham,UK,0.71,debit
1038,2021-10-19,DEB,SP * HOMEDETAIL-UK,239.0,,694.47,Home Improvement,Nottingham,UK,239.0,debit
1039,2021-10-19,DEB,NON-GBP PURCH FEE,0.5,,933.47,Others,Nottingham,UK,0.5,debit
1040,2021-10-19,DEB,NON-GBP TRANS FEE,0.54,,933.97,Others,Nottingham,UK,0.54,debit
1041,2021-10-19,DEB,EB 2021 IEEE CONFE,18.29,,934.51,Travel,Nottingham,UK,18.29,debit
1042,2021-10-19,CPT,LNK NOTTINGHAM UNI,40.0,,952.8,Cash,Nottingham,UK,40.0,debit
1043,2021-10-19,FPO,TRADING212UK,200.0,,992.8,Investment,Nottingham,UK,200.0,debit
1044,2021-10-19,BP,SAVE THE CHANGE,1.42,,1192.8,Savings,Nottingham,UK,1.42,debit
1045,2021-10-18,DEB,AMZNMktplace,15.49,,1194.22,Amazon,Nottingham,UK,15.49,debit
1046,2021-10-18,DEB,AMZNMktplace,9.99,,1209.71,Amazon,Nottingham,UK,9.99,debit
1047,2021-10-18,DEB,REVOLUTION DE CUBA,8.75,,1219.7,Dine Out,Nottingham,UK,8.75,debit
1048,2021-10-18,DEB,CAFFE NERO NOTTING,3.35,,1228.45,Dine Out,Nottingham,UK,3.35,debit
1049,2021-10-18,DEB,GREGGS PLC,2.0,,1231.8,Dine Out,Unknown,Unknown,2.0,debit
1050,2021-10-18,DD,VIRGIN MEDIA PYMTS,25.5,,1233.8,Bills,Nottingham,UK,25.5,debit
1051,2021-10-18,DD,O2,16.66,,1259.3,Other Shopping,Nottingham,UK,16.66,debit
1052,2021-10-18,BP,SAVE THE CHANGE,3.19,,1275.96,Savings,Nottingham,UK,3.19,debit
1053,2021-10-18,DEB,LIDL GB  NOTTINGHA,8.87,,1279.15,Groceries,Nottingham,UK,8.87,debit
1054,2021-10-18,DEB,ATRIUM JUBILEE 1,2.65,,1288.02,Dine Out,Nottingham,UK,2.65,debit
1055,2021-10-15,DEB,Subway 32610 Midla,6.19,,1290.67,Dine Out,Nottingham,UK,6.19,debit
1056,2021-10-15,DEB,SOUTHBANK BAR,5.6,,1296.86,Dine Out,Nottingham,UK,5.6,debit
1057,2021-10-15,DEB,ATRIUM JUBILEE 1,4.25,,1302.46,Dine Out,Nottingham,UK,4.25,debit
1058,2021-10-15,DEB,TESCO STORES 6735,2.25,,1306.71,Groceries,Unknown,Unknown,2.25,debit
1059,2021-10-15,BP,SAVE THE CHANGE,0.51,,1308.96,Savings,Nottingham,UK,0.51,debit
1060,2021-10-14,FPO,ANTIGONI ABRAHMS,6.0,,1309.47,Entertainment,London,UK,6.0,debit
1061,2021-10-14,DEB,HPI INSTANT INK UK,3.49,,1315.47,Other Shopping,Unknown,Unknown,3.49,debit
1062,2021-10-14,BP,SAVE THE CHANGE,1.77,,1318.96,Savings,Nottingham,UK,1.77,debit
1063,2021-10-13,DEB,AMZNMktplace,35.04,,1320.73,Amazon,Nottingham,UK,35.04,debit
1064,2021-10-13,DEB,Subway 32610 Midla,6.19,,1355.77,Dine Out,Nottingham,UK,6.19,debit
1065,2021-10-13,TFR,R LAWRENCE,,400.0,1361.96,Supplementary Income,Nottingham,UK,400.0,credit
1066,2021-10-13,FPO,MR J LITCHFIELD,481.0,,961.96,Services,Nottingham,UK,481.0,debit
1067,2021-10-13,BP,SAVE THE CHANGE,0.03,,1442.96,Savings,Nottingham,UK,0.03,debit
1068,2021-12-10,FPO,TAMBA TAM,10.0,,1442.99,Services,Nottingham,UK,10.0,debit
1069,2021-12-10,DEB,LIDL GB  NOTTINGHA,5.97,,1452.99,Groceries,Nottingham,UK,5.97,debit
1070,2021-12-10,BP,SAVE THE CHANGE,0.25,,1458.96,Savings,Nottingham,UK,0.25,debit
1071,2021-11-10,DEB,REVOLUTION DE CUBA,8.75,,1459.21,Dine Out,Nottingham,UK,8.75,debit
1072,2021-11-10,BP,SAVE THE CHANGE,2.99,,1467.96,Savings,Nottingham,UK,2.99,debit
1073,2021-11-10,DEB,ORIENTAL MART HYDR,5.84,,1470.95,Groceries,Nottingham,UK,5.84,debit
1074,2021-11-10,DEB,SUPERDRUG STORES P,3.9,,1476.79,Other Shopping,Unknown,Unknown,3.9,debit
1075,2021-11-10,DEB,HARTLEYS SANDWICH,2.95,,1480.69,Dine Out,Leeds,UK,2.95,debit
1076,2021-11-10,DEB,PRICKLY PEAR,12.5,,1483.64,Dine Out,Nottingham,UK,12.5,debit
1077,2021-11-10,DEB,LIDL GB  NOTTINGHA,7.69,,1496.14,Groceries,Nottingham,UK,7.69,debit
1078,2021-08-10,DEB,Amazon.co.uk*8T0UU,1.19,,1503.83,Amazon,Nottingham,UK,1.19,debit
1079,2021-08-10,DEB,31K,12.0,,1505.02,Dine Out,Nottingham,UK,12.0,debit
1080,2021-08-10,DEB,STARBUCKS,7.4,,1517.02,Dine Out,Unknown,Unknown,7.4,debit
1081,2021-08-10,DEB,Subway 32610 Midla,6.89,,1524.42,Dine Out,Nottingham,UK,6.89,debit
1082,2021-08-10,DEB,ATRIUM JUBILEE 1,2.65,,1531.31,Dine Out,Nottingham,UK,2.65,debit
1083,2021-08-10,BP,SAVE THE CHANGE,2.3,,1533.96,Savings,Nottingham,UK,2.3,debit
1084,2021-07-10,FPO,ANTIGONI ABRAHMS,6.0,,1536.26,Entertainment,London,UK,6.0,debit
1085,2021-07-10,DEB,AMZNMktplace,19.99,,1542.26,Amazon,Nottingham,UK,19.99,debit
1086,2021-07-10,DEB,LIDL GB  NOTTINGHA,11.11,,1562.25,Groceries,Nottingham,UK,11.11,debit
1087,2021-07-10,DEB,AMZNMktplace,6.5,,1573.36,Amazon,Nottingham,UK,6.5,debit
1088,2021-07-10,DEB,AMZNMktplace,5.1,,1579.86,Amazon,Nottingham,UK,5.1,debit
1089,2021-07-10,BP,SAVE THE CHANGE,0.81,,1584.96,Savings,Nottingham,UK,0.81,debit
1090,2021-06-10,DEB,Subway 32610 Midla,6.19,,1585.77,Dine Out,Nottingham,UK,6.19,debit
1091,2021-06-10,BP,SAVE THE CHANGE,0.36,,1591.96,Savings,Nottingham,UK,0.36,debit
1092,2021-05-10,DEB,AMZNMktplace,23.99,,1592.32,Amazon,Nottingham,UK,23.99,debit
1093,2021-05-10,DEB,LIDL GB  NOTTINGHA,12.65,,1616.31,Groceries,Nottingham,UK,12.65,debit
1094,2021-05-10,BP,SAVE THE CHANGE,1.72,,1628.96,Savings,Nottingham,UK,1.72,debit
1095,2021-04-10,DEP,CLUB LLOYDS WAIVED,,3.0,1630.68,Supplementary Income,Nottingham,UK,3.0,credit
1096,2021-04-10,PAY,CLUB LLOYDS FEE,3.0,,1627.68,Bills,Nottingham,UK,3.0,debit
1097,2021-04-10,DEB,The Speciality Cof,22.2,,1630.68,Dine Out,Nottingham,UK,22.2,debit
1098,2021-04-10,DEB,ORIENTAL MART HYDR,12.08,,1652.88,Groceries,Nottingham,UK,12.08,debit
1099,2021-04-10,BP,SAVE THE CHANGE,2.02,,1664.96,Savings,Nottingham,UK,2.02,debit
1100,2021-04-10,DEB,AMZNMktplace,22.84,,1666.98,Amazon,Nottingham,UK,22.84,debit
1101,2021-04-10,DEB,SUMUP  *TODO LATIN,12.5,,1689.82,Entertainment,Nottingham,UK,12.5,debit
1102,2021-04-10,DEB,U CANTEEN,10.5,,1702.32,Dine Out,Nottingham,UK,10.5,debit
1103,2021-04-10,FPO,TRADING212UK,500.0,,1712.82,Investment,Nottingham,UK,500.0,debit
1104,2021-01-10,Unknown,INTEREST (GROSS),,0.79,2212.82,Interest,Nottingham,UK,0.79,credit
1105,2021-01-10,DEB,EB *SPEED DATING O,22.15,,2212.03,Entertainment,Nottingham,UK,22.15,debit
1106,2021-01-10,DEB,AMZNMktplace,8.99,,2234.18,Amazon,Nottingham,UK,8.99,debit
1107,2021-01-10,FPO,ABAYOMI ADAMS,370.0,,2243.17,Safety Deposit Return,Nottingham,UK,370.0,debit
1108,2021-01-10,DD,BARCLAYS UK MTGES,981.71,,2613.17,Bills,Nottingham,UK,981.71,debit
1109,2021-01-10,DD,NOTTM CITY COUNC,157.0,,3594.88,Bills,Nottingham,UK,157.0,debit
1110,2021-01-10,DD,OCTOPUS ENERGY,90.0,,3751.88,Bills,Nottingham,UK,90.0,debit
1111,2021-01-10,DD,SEVERN TRENT WATER,35.32,,3841.88,Bills,Nottingham,UK,35.32,debit
1112,2021-01-10,SO,Q WANG,,1000.0,3877.2,Supplementary Income,Nottingham,UK,1000.0,credit
1113,2021-01-10,SO,ESAVINGS ACCOUNT,300.0,,2877.2,Savings,Nottingham,UK,300.0,debit
1114,2021-01-10,BP,SAVE THE CHANGE,0.15,,3177.2,Savings,Nottingham,UK,0.15,debit
1115,2021-09-30,FPO,ANTIGONI ABRAHMS,6.0,,3177.35,Entertainment,London,UK,6.0,debit
1116,2021-09-30,DEB,AMZNMktplace,95.99,,3183.35,Amazon,Nottingham,UK,95.99,debit
1117,2021-09-30,DEB,LIDL GB  NOTTINGHA,16.86,,3279.34,Groceries,Nottingham,UK,16.86,debit
1118,2021-09-30,BP,SAVE THE CHANGE,0.81,,3296.2,Savings,Nottingham,UK,0.81,debit
1119,2021-09-29,DEB,Subway 32610 Midla,6.19,,3297.01,Dine Out,Nottingham,UK,6.19,debit
1120,2021-09-29,FPO,TRADING212UK,1500.0,,3303.2,Investment,Nottingham,UK,1500.0,debit
1121,2021-09-29,FPO,TAMBA TAM,10.0,,4803.2,Services,Nottingham,UK,10.0,debit
1122,2021-09-29,BP,SAVE THE CHANGE,0.23,,4813.2,Savings,Nottingham,UK,0.23,debit
1123,2021-09-29,BGC,UNIV OF NOTTINGHAM,,4091.83,4813.43,Paycheck,Nottingham,UK,4091.83,credit
1124,2021-09-28,DEB,AMZNMktplace,47.77,,721.6,Amazon,Nottingham,UK,47.77,debit
1125,2021-09-28,BP,SAVE THE CHANGE,1.28,,769.37,Savings,Nottingham,UK,1.28,debit
1126,2021-09-27,DEB,Amazon.co.uk*CM96E,22.27,,770.65,Amazon,Nottingham,UK,22.27,debit
1127,2021-09-27,DEB,REVOLUTION DE CUBA,5.45,,792.92,Dine Out,Nottingham,UK,5.45,debit
1128,2021-09-27,DEB,CAFFE NERO NOTTING,10.0,,798.37,Dine Out,Nottingham,UK,10.0,debit
1129,2021-09-27,DD,TALKTALK LIMITED,21.0,,808.37,Bills,Nottingham,UK,21.0,debit
1130,2021-09-27,BP,SAVE THE CHANGE,3.22,,829.37,Savings,Nottingham,UK,3.22,debit
1131,2021-09-27,DEB,IKEA LTD SHOP ONLI,110.0,,832.59,Other Shopping,Unknown,Unknown,110.0,debit
1132,2021-09-27,DEB,AMZNMktplace,18.99,,942.59,Amazon,Nottingham,UK,18.99,debit
1133,2021-09-27,DEB,ORIENTAL MART HYDR,13.04,,961.58,Groceries,Nottingham,UK,13.04,debit
1134,2021-09-27,DEB,IZ *BELLAPAELLA,7.0,,974.62,Dine Out,Nottingham,UK,7.0,debit
1135,2021-09-27,DEB,LIDL GB  NOTTINGHA,6.32,,981.62,Groceries,Nottingham,UK,6.32,debit
1136,2021-09-27,DEB,LIDL GB  NOTTINGHA,4.57,,987.94,Groceries,Nottingham,UK,4.57,debit
1137,2021-09-27,DEB,AMZNMktplace,3.82,,992.51,Amazon,Nottingham,UK,3.82,debit
1138,2021-09-27,FPO,TRADING212UK,400.0,,996.33,Investment,Nottingham,UK,400.0,debit
1139,2021-09-27,FPI,PAULINA PIPPEN,,320.0,1396.33,Supplementary Income,Nottingham,UK,320.0,credit
1140,2021-09-24,DEB,LIDL GB  NOTTINGHA,9.86,,1076.33,Groceries,Nottingham,UK,9.86,debit
1141,2021-09-24,DEB,Audible UK,7.99,,1086.19,Entertainment,Nottingham,UK,7.99,debit
1142,2021-09-24,DEB,Subway 32610 Midla,6.19,,1094.18,Dine Out,Nottingham,UK,6.19,debit
1143,2021-09-22,BP,SAVE THE CHANGE,1.65,,1100.37,Savings,Nottingham,UK,1.65,debit
1144,2021-09-21,FPO,TAMBA TAM,10.0,,1102.02,Services,Nottingham,UK,10.0,debit
1145,2021-09-21,DEB,LIDL GB  NOTTINGHA,7.16,,1112.02,Groceries,Nottingham,UK,7.16,debit
1146,2021-09-21,DEB,Subway 32610 Midla,6.19,,1119.18,Dine Out,Nottingham,UK,6.19,debit
1147,2021-09-21,FPO,TRADING212UK,400.0,,1125.37,Investment,Nottingham,UK,400.0,debit
1148,2021-09-21,BP,SAVE THE CHANGE,0.6,,1525.37,Savings,Nottingham,UK,0.6,debit
1149,2021-09-20,FPI,SHEILA SMITH,,380.0,1525.97,Supplementary Income,Nottingham,UK,380.0,credit
1150,2021-09-20,DEB,ESCOBAR,21.4,,1145.97,Dine Out,Nottingham,UK,21.4,debit
1151,2021-09-20,BP,SAVE THE CHANGE,1.11,,1167.37,Savings,Nottingham,UK,1.11,debit
1152,2021-09-20,DEB,AMZNMktplace,6.99,,1168.48,Amazon,Nottingham,UK,6.99,debit
1153,2021-09-20,DEB,ORIENTAL MART HYDR,6.94,,1175.47,Groceries,Nottingham,UK,6.94,debit
1154,2021-09-20,DEB,TESCO STORE 2960,3.1,,1182.41,Groceries,Unknown,Unknown,3.1,debit
1155,2021-09-20,DEB,T K MAXX,2.99,,1185.51,Other Shopping,Unknown,Unknown,2.99,debit
1156,2021-09-20,FPO,TRADING212UK,400.0,,1188.5,Investment,Nottingham,UK,400.0,debit
1157,2021-09-20,DEB,AMZNMktplace,9.99,,1588.5,Amazon,Nottingham,UK,9.99,debit
1158,2021-09-17,DEB,Subway 32610 Midla,6.89,,1598.49,Dine Out,Nottingham,UK,6.89,debit
1159,2021-09-17,DEB,Subway 32610 Midla,3.99,,1605.38,Dine Out,Nottingham,UK,3.99,debit
1160,2021-09-17,DD,VIRGIN MEDIA PYMTS,25.5,,1609.37,Bills,Nottingham,UK,25.5,debit
1161,2021-09-17,BP,SAVE THE CHANGE,1.13,,1634.87,Savings,Nottingham,UK,1.13,debit
1162,2021-09-16,FPO,ANTIGONI ABRAHMS,6.0,,1636.0,Entertainment,London,UK,6.0,debit
1163,2021-09-16,DEB,AMZNMktplace,11.99,,1642.0,Amazon,Nottingham,UK,11.99,debit
1164,2021-09-16,DEB,LIDL GB  NOTTINGHA,9.49,,1653.99,Groceries,Nottingham,UK,9.49,debit
1165,2021-09-16,DEB,AMZNMKTPLACE AMAZO,6.39,,1663.48,Amazon,Nottingham,UK,6.39,debit
1166,2021-09-16,DD,O2,16.66,,1669.87,Other Shopping,Nottingham,UK,16.66,debit
1167,2021-09-16,BP,SAVE THE CHANGE,0.81,,1686.53,Savings,Nottingham,UK,0.81,debit
1168,2021-09-15,DEB,Subway 32610 Midla,6.19,,1687.34,Dine Out,Nottingham,UK,6.19,debit
1169,2021-09-15,BP,SAVE THE CHANGE,0.56,,1693.53,Savings,Nottingham,UK,0.56,debit
1170,2021-09-14,FPO,TAMBA TAM,10.0,,1694.09,Services,Nottingham,UK,10.0,debit
1171,2021-09-14,DEB,HPI INSTANT INK UK,3.49,,1704.09,Other Shopping,Unknown,Unknown,3.49,debit
1172,2021-09-14,DEB,AMZNMktplace,14.99,,1707.58,Amazon,Nottingham,UK,14.99,debit
1173,2021-09-14,DEB,LIDL GB  NOTTINGHA,7.96,,1722.57,Groceries,Nottingham,UK,7.96,debit
1174,2021-09-14,BP,SAVE THE CHANGE,1.2,,1730.53,Savings,Nottingham,UK,1.2,debit
1175,2021-09-13,DEB,AMZNMKTPLACE AMAZO,15.9,,1731.73,Amazon,Nottingham,UK,15.9,debit
1176,2021-09-13,DEB,CAFE CHHINO,7.95,,1747.63,Dine Out,Nottingham,UK,7.95,debit
1177,2021-09-13,DEB,REVOLUTION DE CUBA,5.5,,1755.58,Dine Out,Nottingham,UK,5.5,debit
1178,2021-09-13,DEB,REVOLUTION DE CUBA,5.45,,1761.08,Dine Out,Nottingham,UK,5.45,debit
1179,2021-09-13,BP,SAVE THE CHANGE,1.38,,1766.53,Savings,Nottingham,UK,1.38,debit
1180,2021-09-13,DEB,ORIENTAL MART HYDR,6.75,,1767.91,Groceries,Nottingham,UK,6.75,debit
1181,2021-09-13,DEB,LIDL GB  NOTTINGHA,8.3,,1774.66,Groceries,Nottingham,UK,8.3,debit
1182,2021-10-09,DEB,LIDL GB  NOTTINGHA,14.68,,1782.96,Groceries,Nottingham,UK,14.68,debit
1183,2021-10-09,DEB,Subway 32610 Midla,6.89,,1797.64,Dine Out,Nottingham,UK,6.89,debit
1184,2021-10-09,BP,SAVE THE CHANGE,0.12,,1804.53,Savings,Nottingham,UK,0.12,debit
1185,2021-09-09,DEB,AMZNMktplace,10.99,,1804.65,Amazon,Nottingham,UK,10.99,debit
1186,2021-09-09,DEB,IKEA LTD SHOP ONLI,55.0,,1815.64,Other Shopping,Unknown,Unknown,55.0,debit
1187,2021-09-09,DEB,AMZNMktplace,14.89,,1870.64,Amazon,Nottingham,UK,14.89,debit
1188,2021-09-09,FPI,PAULINA PIPPEN,,320.0,1885.53,Supplementary Income,Nottingham,UK,320.0,credit
1189,2021-09-09,BP,SAVE THE CHANGE,0.02,,1565.53,Savings,Nottingham,UK,0.02,debit
1190,2021-08-09,DEB,Subway 32610 Midla,5.99,,1565.55,Dine Out,Nottingham,UK,5.99,debit
